,INSTNM,MD_FAMINC,RPY_3YR_RT,SAT_AVG,ACTCMMID
528,Aims Community College,28173,0.4021565495,,
529,Arapahoe Community College,29736,0.4674439067,,
530,Bel-Rea Institute of Animal Technology,30229.5,0.4626436782,,
531,Altierus Career College-Colorado Springs,13456.5,0.2615131579,,
532,University of Colorado Denver/Anschutz Medical Campus,33313,0.601254868,1077.0,24.0
533,University of Colorado Colorado Springs,42591,0.6305198435,1069.0,23.0
534,Spartan College of Aeronautics and Technology,25866,0.4335812965,,
535,University of Colorado Boulder,70221,0.7374584357,1229.0,28.0
536,Colorado Christian University,29376,0.4882528834,,
537,Colorado College,74864,0.8855218855,,
538,Concorde Career College-Aurora,21907,0.4109178164,,
539,The Art Institute of Colorado,23781.5,0.4237950499,,
540,Colorado Mountain College,30750,0.5192307692,,
541,Colorado Northwestern Community College,35548.5,0.5152284264,,
542,Colorado School of Mines,95766,0.9055183946,1354.0,31.0
543,Colorado School of Trades,22376,0.640625,,
544,Colorado State University-Fort Collins,63463.5,0.7121704117,1159.0,26.0
545,Colorado Technical University-Colorado Springs,14687.5,0.2884093282,,
546,Community College of Aurora,25239,0.3425556189,,
547,CollegeAmerica-Denver,18609,0.1764705882,,
548,Delta Montrose Technical College,25991.5,0.5304878049,,
549,Community College of Denver,20562,0.2626149986,,
550,Lincoln College of Technology-Denver,24468,0.407195572,,
551,Denver Seminary,,PrivacySuppressed,,
552,University of Denver,80202,0.7306397306,1262.0,29.0
553,Emily Griffith Technical College,15058.5,,,
554,Fort Lewis College,41306.5,0.5765550239,1014.0,22.0
555,Front Range Community College,28877,0.4292108592,,
556,Glenwood Beauty Academy,18411,0.4242424242,,
557,Hair Dynamics Education Center,26001.5,0.4748858447,,
558,Iliff School of Theology,,,,
559,International Salon and Spa Academy,18908,0.3553459119,,
560,Lamar Community College,29504,0.3813333333,,
561,Colorado Mesa University,44794,0.4893529047,989.0,21.0
562,Metropolitan State University of Denver,32101,0.4776819362,951.0,20.0
563,Morgan Community College,27017,0.4406130268,,
564,Naropa University,21389,0.6342412451,,
565,National American University-Colorado Springs,17982,0.2421296296,,
566,Nazarene Bible College,30766.5,0.3971014493,,
567,Northeastern Junior College,39016,0.4978165939,,
568,University of Northern Colorado,51738,0.6216042781,1031.0,22.0
569,Otero Junior College,23822,0.3954887218,,
570,Altierus Career College-Thornton,16248.5,0.2582345191,,
571,Pikes Peak Community College,24757,0.3800547769,,
572,IBMC College,17180.5,0.3200795229,,
573,Pueblo Community College,20041.5,0.3397804496,,
574,Red Rocks Community College,26224,0.4412427963,,
575,Regis University,42833,0.6104928458,1098.0,24.0
576,Rocky Mountain College of Art and Design,28600,0.5238095238,,
577,Montessori Education Center of the Rockies,38843,0.6976744186,,
578,Colorado State University-Pueblo,38397,0.5336236091,969.0,21.0
579,Pickens Technical College,21719.5,,,
580,Intellitec College-Colorado Springs,19273,0.226446281,,
581,Intellitec College-Grand Junction,15565,0.3002070393,,
582,Trinidad State Junior College,21971.5,0.436123348,,
583,Empire Beauty School-Thornton,13279.5,0.2741273101,,
584,Western State Colorado University,61406.5,0.6302702703,1026.0,22.0
585,Albertus Magnus College,33671,0.457348407,,
586,Paul Mitchell the School-Danbury,46679,0.5609756098,,
587,Asnuntuck Community College,14029,0.494047619,,
588,Branford Hall Career Institute-Branford Campus,12400.5,0.3316419728,,
589,Lincoln College of New England-Southington,25215,0.3057324841,,
590,Bridgeport Hospital School of Nursing,35379.5,0.7262569832,,
591,University of Bridgeport,32763.5,0.5003162555,930.0,21.0
592,Central Connecticut State University,48269,0.6128649418,1000.0,22.0
593,Charter Oak State College,35792,0.5217391304,,
594,Connecticut Center for Massage Therapy-Newington,23109,0.5823170732,,
595,Connecticut College,89003,0.9057971014,,
596,Porter and Chester Institute of Branford,18161,0.3315789474,,
597,University of Connecticut,67737,0.7798093248,1248.0,29.0
598,Goodwin College,28731,0.342172524,,
599,Lincoln Technical Institute-East Windsor,20981,0.3663503819,,
600,Eastern Connecticut State University,61960,0.700228833,,
601,Fairfield University,117152,0.8162208801,,
602,Paul Mitchell the School-North Haven,27352.5,0.5333333333,,
603,Capital Community College,18008,0.3993288591,,
604,Rensselaer at Hartford,96975.5,0.9167983149,,
605,American Institute-West Hartford,12000,0.2478231748,,
606,Hartford Seminary,,,,
607,University of Hartford,70000,0.6615384615,1046.0,23.0
608,Holy Apostles College and Seminary,39143.5,PrivacySuppressed,,
609,Housatonic Community College,19987,0.3598971722,,
610,Manchester Community College,22058,0.6161616162,,
611,Naugatuck Valley Community College,21691,0.5294117647,,
612,Middlesex Community College,20298,0.4391534392,,
613,Mitchell College,55059.5,0.6023622047,,
614,Three Rivers Community College,20543,0.4505494505,,
615,Lincoln Technical Institute-New Britain,20981,0.3663503819,,
616,New England Tractor Trailer Training School of Connecticut,16600.5,0.3757934829,,
617,University of New Haven,75313,0.6973575557,1043.0,23.0
618,Ridley-Lowell Business & Technical Institute-New London,14527,0.3171839516,,
619,Norwalk Community College,21535.5,0.4545454545,,
620,Northwestern Connecticut Community College,23482.5,0.6315789474,,
621,Paier College of Art Inc,45199.5,0.59375,,
622,Porter and Chester Institute of Stratford,18938,0.3785123967,,
623,Post University,16163,0.2774694784,893.0,19.0
624,Quinebaug Valley Community College,14917,PrivacySuppressed,,
625,Quinnipiac University,106325.5,0.8204584041,1096.0,25.0
626,Sacred Heart University,106612,0.7441209406,,
627,University of Saint Joseph,44704,0.6064981949,985.0,
628,Gateway Community College,19555,0.4990439771,,
629,St Vincent's College,35673,0.6425339367,788.0,
630,Southern Connecticut State University,48142,0.6071103008,933.0,21.0
631,Stone Academy-West Haven,17571,0.2608247423,,
632,Tri-State College of Acupuncture,,,,
633,Trinity College,99076,0.8032407407,,
634,Tunxis Community College,22456.5,0.5898203593,,
635,Wesleyan University,60146,0.8760757315,,
636,Western Connecticut State University,49923,0.6399026764,,
637,Yale University,44004,0.8607305936,1502.0,34.0
638,Margaret H Rollins School of Nursing at Beebe Medical Center,40006,PrivacySuppressed,,
639,Dawn Career Institute LLC,13254,0.2107583774,,
640,Delaware Technical Community College-Terry,25575,0.5005793743,,
641,Delaware State University,39554,0.3100961538,898.0,19.0
642,University of Delaware,107127.5,0.8,1170.0,26.0
643,Goldey-Beacom College,37011,0.5212464589,,
644,Schilling-Douglas School of Hair Design LLC,23780,0.2828947368,,
645,Wesley College,37365,0.4531377343,830.0,16.0
646,Wilmington University,29853,0.4269298026,,
647,American University,84200,0.7885844749,1262.0,29.0
648,Catholic University of America,114619,0.7624269006,,
649,University of the District of Columbia,19867,0.3062200957,,
650,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,,,,
651,Gallaudet University,21722,0.5640326975,827.0,17.0
652,George Washington University,71358.5,0.8030700112,1301.0,30.0
653,Georgetown University,78300.5,0.881875,1422.0,32.0
654,Howard University,40386,0.3495055624,1142.0,25.0
655,Strayer University-District of Columbia,18178,0.2382231351,,
656,National Conservatory of Dramatic Arts,25594,0.4,,
657,Trinity Washington University,22272,0.3363787375,,
658,Wesley Theological Seminary,PrivacySuppressed,PrivacySuppressed,,
659,Wyotech-Daytona,18263,0.3338997451,,
660,The Art Institute of Fort Lauderdale,20992,0.359088879,,
661,Atlantic Technical College,16748,,,
662,The Baptist College of Florida,33739,0.5627705628,910.0,20.0
663,Barry University,28822,0.4003912618,930.0,20.0
664,Bethune-Cookman University,22913.5,0.2113012336,,
665,Lynn University,41024,0.5647969052,984.0,22.0
666,Bradford-Union Technical Center,17719,,,
667,Eastern Florida State College,22005.5,0.3625937362,,
668,Broward College,20743.5,0.3846514903,,
669,Carlos Albizu University-Miami,16091,0.4501160093,,
670,College of Central Florida,21993,0.3226784238,,
671,Johnson University Florida,50581,0.6151960784,972.0,21.0
672,University of Central Florida,31400,0.5894870661,1179.0,26.0
673,Charlotte Technical College,18431,,,
674,Chipola College,21653,0.4615384615,,
675,Lorenzo Walker Technical College,20976,,,
676,Daytona State College,21285,0.3714622642,,
677,South University-West Palm Beach,20000,0.2547585843,,
678,Eckerd College,77695,0.6355932203,1125.0,25.0
679,Florida SouthWestern State College,25854,0.449689441,,
680,Edward Waters College,19475.5,0.1673582296,808.0,17.0
681,Embry-Riddle Aeronautical University-Daytona Beach,38662,0.6444394213,,
682,Florida Agricultural and Mechanical University,28781.5,0.3422073343,1001.0,22.0
683,Florida Atlantic University,28064.5,0.5458125796,1047.0,23.0
684,Florida State College at Jacksonville,25081.5,0.3464216096,,
685,Flagler College-St Augustine,53601.5,0.5905923345,1079.0,24.0
686,Florida College,66397.5,0.6946107784,1068.0,23.0
687,Concorde Career Institute-Jacksonville,16617,0.2819188192,,
688,Concorde Career Institute-Miramar,16501.5,0.2738537794,,
689,Concorde Career Institute-Tampa,15715,0.3404825737,,
690,Adventist University of Health Sciences,30567,0.5682944091,917.0,20.0
691,Florida Institute of Technology,30032,0.3697735192,1179.0,27.0
692,Florida Institute of Ultrasound Inc,24796.5,0.7532467532,,
693,Florida International University,23924,0.5364827312,1130.0,25.0
694,Florida Keys Community College,26806,0.4503816794,,
695,Florida Memorial University,20624,0.1965230537,,
696,Florida Career College-Miami,12406,0.2288135593,,
697,Florida School of Massage,17131,0.4472049689,,
698,Florida Southern College,66112,0.6364513018,1177.0,27.0
699,Florida State University,43729,0.6298657394,1214.0,27.0
700,Florida Technical College,13603,0.166488108,,
701,University of Florida,39127,0.6880226425,1287.0,29.0
702,Everest University-Pompano Beach,9616,0.1234316495,,
703,Fort Pierce Beauty Academy,11766,,,
704,Full Sail University,21349.5,0.2434143463,,
705,George Stone Technical Center,15300,,,
706,George T Baker Aviation Technical College,18035,,,
707,Gulf Coast State College,22880,0.40712817,,
708,Key College,27667,0.4109589041,,
709,Hillsborough Community College,22087,0.3316133471,,
710,Hobe Sound Bible College,23357.5,PrivacySuppressed,,
711,Hollywood Institute of Beauty Careers,13244,0.2251381215,,
712,Cortiva Institute-Florida,18657,0.4033898305,,
713,Indian River State College,21577,0.3918613414,,
714,Sanford-Brown College-Tampa,19149.5,0.2623860484,,
715,International Academy,12561.5,0.2121212121,,
716,AI Miami International University of Art and Design,20734,0.3318763659,,
717,Jacksonville University,46900,0.5393474088,,
718,Jones College-Jacksonville,14315,0.2024221453,,
719,Keiser University-Ft Lauderdale,21659,0.3012249153,,
720,La Belle Beauty School,0,0.600619195,,
721,Florida Gateway College,21618,0.3912429379,,
722,Lake Technical College,17933,,,
723,Lake-Sumter State College,25118,0.4731861199,,
724,Fort Myers Technical College,19016,,,
725,Lively Technical Center,12177,,,
726,Lindsey Hopkins Technical College,14022,,,
727,Loraines Academy & Spa,10398.5,0.29218107,,
728,Luther Rice College & Seminary,31532.5,0.2598039216,,
729,State College of Florida-Manatee-Sarasota,23855,0.3832787711,,
730,Manatee Technical College,18827,,,
731,Traviss Technical College,16669.5,,,
732,Merryfield School of Pet Grooming,14300,PrivacySuppressed,,
733,Trinity International University-Florida,38553,0.5627198124,,
734,Miami Lakes Educational Center and Technical College,17084,PrivacySuppressed,,
735,Miami Dade College,18391,0.4039725636,,
736,University of Miami,54690.5,0.7333573228,1323.0,30.0
737,Orange Technical College-Mid Florida Campus,16000,,,
738,Beauty Schools of America-Miami,9851,0.2595499738,,
739,Lincoln College of Technology-West Palm Beach,17298,0.2976873265,,
740,Paul Mitchell the School-Jacksonville,23659,0.3950617284,,
741,North Florida Community College,17842,,,
742,University of North Florida,37074,0.5882242991,1110.0,24.0
743,Nova Southeastern University,31002,0.4797011208,1127.0,25.0
744,Northwest Florida State College,23721,0.5089179548,,
745,Everest University-North Orlando,9616,0.1234316495,,
746,Orange Technical College-Orlando Campus,14956,,,
747,Palm Beach Atlantic University,52817.5,0.5704514364,1076.0,24.0
748,Palm Beach State College,21408.5,0.3927038627,,
749,Pasco-Hernando State College,23149,0.3448275862,,
750,Pensacola State College,20605,0.4991525424,,
751,Pinellas Technical College-Clearwater,14935,,,
752,Polk State College,23968,0.3575289575,,
753,Radford M Locklin Technical Center,14561,,,
754,Saint Vincent de Paul Regional Seminary,,,,
755,Ridge Technical College,16062,,,
756,Ringling College of Art and Design,51310,0.6527777778,,
757,Toni & Guy Hairdressing Academy-Jacksonville,17437,0.2222222222,,
758,Robert Morgan Educational Center and Technical College,16112,,,
759,Rollins College,43978,0.5588235294,,
760,First Coast Technical College,16017.5,,,
761,Saint Leo University,22361,0.356011298,1032.0,23.0
762,St Petersburg College,22640.5,0.3202751447,,
763,Pinellas Technical College-St. Petersburg,12455,,,
764,Santa Fe College,25000,0.353776738,,
765,Suncoast Technical College,17739.5,,,
766,Argosy University-Sarasota,15000,0.2683174504,,
767,Seminole State College of Florida,24900.5,0.3229024467,,
768,Sheridan Technical College,16902,,,
769,Saint John Vianney College Seminary,14929,,,
770,Saint Johns River State College,24832,0.3291689299,,
771,South Florida State College,20658.5,0.4605809129,,
772,University of South Florida-Main Campus,32495,0.5749133749,1172.0,26.0
773,St Thomas University,26170,0.4921985816,930.0,19.0
774,Stetson University,52032.5,0.617954071,,
775,Southeastern University,39372,0.5504523312,978.0,21.0
776,Bene's Career Academy,10523,0.2191435768,,
777,RIVEROAK Technical College,12254,,,
778,Tallahassee Community College,23457,0.2928552735,,
779,Talmudic College of Florida,30890,PrivacySuppressed,,
780,Altierus Career College-Tampa,9616,0.1234316495,,
781,The University of Tampa,75458,0.6488240065,1097.0,25.0
782,Big Bend Technical College,17833,,,
783,Tom P Haney Technical Center,16344,PrivacySuppressed,,
784,Trinity Baptist College,32858,0.4691358025,874.0,18.0
785,Trinity College of Florida,29824,0.4295774648,827.0,17.0
786,Fashion Focus Hair Academy,11226,0.3253012048,,
787,Valencia College,23247,0.3197490048,,
788,Warner University,29095,0.3635077793,888.0,19.0
789,Florida Panhandle Technical College,15147,,,
790,Webber International University,39516,0.4105571848,897.0,19.0
791,Rasmussen College-Florida,25123.5,0.3513632366,,
792,The University of West Florida,34583.5,0.5347567031,1070.0,24.0
793,Orange Technical College-Westside Campus,15579.5,,,
794,William T McFatter Technical College,16334,,,
795,Orange Technical College-Winter Park Campus,16529,,,
796,Withlacoochee Technical College,17183.5,,,
797,Abraham Baldwin Agricultural College,36087,0.4412275622,932.0,20.0
798,Agnes Scott College,45206,0.5623342175,,
799,Interactive College of Technology-Chamblee,12445,0.3992932862,,
800,Interactive College of Technology-Morrow,12445,0.3992932862,,
801,Albany Technical College,15340,0.1518110236,,
802,Darton State College,24274,0.2883031301,,
803,Albany State University,24458,0.2056348335,899.0,19.0
804,Andrew College,30229,0.375,,
805,Armstrong State University,33244,0.4765374526,987.0,21.0
806,The Art Institute of Atlanta,20246,0.2815452697,,
807,Georgia Career Institute,16298,0.2742574257,,
808,Atlanta Technical College,14469,0.1727375141,,
